89 | 0 2 14 23 37 116
89 | 0 2 14 23 37 117
89 | 0 2 14 23 37 119
89 | 0 2 15 22 36 116
89 | 0 2 15 22 36 117
89 | 0 2 15 22 36 119
74 | 0 2 23 29 37 116
74 | 0 2 23 29 37 117
74 | 0 2 23 29 37 119
88 | 0 3 14 23 43 116
88 | 0 3 14 23 43 117
88 | 0 3 14 23 43 119
103 | 0 12 14 28 30 116
103 | 0 12 14 28 30 117
103 | 0 12 14 28 30 119
102 | 0 12 15 28 31 116
102 | 0 12 15 28 31 117
102 | 0 12 15 28 31 119
96 | 0 13 15 29 31 116
96 | 0 13 15 29 31 117
96 | 0 13 15 29 31 119
80 | 1 3 14 31 43 116
80 | 1 3 14 31 43 117
80 | 1 3 14 31 43 119
80 | 1 3 15 30 42 116
80 | 1 3 15 30 42 117
80 | 1 3 15 30 42 119
